field_component,derivative_x,region_name,s_start,s_end,idx_start,idx_end,param_index,param_name,param_symbol,param_value,to_fit
Bs,0,Poly_032,0.00096,0.0009900000000000002,320,330,0,bs_0,bs_0,6.88644167566022e-05,True
Bs,0,Poly_032,0.00096,0.0009900000000000002,320,330,1,bs_1,bs_1,-0.13609630617567728,True
Bs,0,Poly_032,0.00096,0.0009900000000000002,320,330,2,bs_2,bs_2,217.99077201668328,True
Bs,0,Poly_032,0.00096,0.0009900000000000002,320,330,3,bs_3,bs_3,-148654.68369508153,True
Bs,0,Poly_032,0.00096,0.0009900000000000002,320,330,4,bs_4,bs_4,38131644.72534235,True
Bs,0,Poly_033,0.0009900000000000002,0.00102,330,340,0,bs_0,bs_0,7.363304212876352e-05,True
Bs,0,Poly_033,0.0009900000000000002,0.00102,330,340,1,bs_1,bs_1,-0.15085928812960622,True
Bs,0,Poly_033,0.0009900000000000002,0.00102,330,340,2,bs_2,bs_2,233.53493106857547,True
Bs,0,Poly_033,0.0009900000000000002,0.00102,330,340,3,bs_3,bs_3,-154527.20923514236,True
Bs,0,Poly_033,0.0009900000000000002,0.00102,330,340,4,bs_4,bs_4,38454363.2576255,True
Bs,0,Poly_034,0.00102,0.0010500000000000002,340,350,0,bs_0,bs_0,7.887638659475483e-05,True
Bs,0,Poly_034,0.00102,0.0010500000000000002,340,350,1,bs_1,bs_1,-0.1666012473327326,True
Bs,0,Poly_034,0.00102,0.0010500000000000002,340,350,2,bs_2,bs_2,249.59688847696742,True
Bs,0,Poly_034,0.00102,0.0010500000000000002,340,350,3,bs_3,bs_3,-160392.88653665208,True
Bs,0,Poly_034,0.00102,0.0010500000000000002,340,350,4,bs_4,bs_4,38756735.19683979,True
Bs,0,Poly_035,0.0010500000000000002,0.00108,350,360,0,bs_0,bs_0,8.467522731107278e-05,True
Bs,0,Poly_035,0.0010500000000000002,0.00108,350,360,1,bs_1,bs_1,-0.1835427699567438,True
Bs,0,Poly_035,0.0010500000000000002,0.00108,350,360,2,bs_2,bs_2,266.4434515692307,True
Bs,0,Poly_035,0.0010500000000000002,0.00108,350,360,3,bs_3,bs_3,-166419.22340573932,True
Bs,0,Poly_035,0.0010500000000000002,0.00108,350,360,4,bs_4,bs_4,39079777.91895717,True
Bs,0,Poly_036,0.00108,0.00111,360,370,0,bs_0,bs_0,9.1026368719267e-05,True
Bs,0,Poly_036,0.00108,0.00111,360,370,1,bs_1,bs_1,-0.2015736438283195,True
Bs,0,Poly_036,0.00108,0.00111,360,370,2,bs_2,bs_2,283.85924291421645,True
Bs,0,Poly_036,0.00108,0.00111,360,370,3,bs_3,bs_3,-172461.94772562696,True
Bs,0,Poly_036,0.00108,0.00111,360,370,4,bs_4,bs_4,39388869.50230269,True
Bs,0,Poly_037,0.00111,0.00114,370,380,0,bs_0,bs_0,9.802444566574981e-05,True
Bs,0,Poly_037,0.00111,0.00114,370,380,1,bs_1,bs_1,-0.22094322380377704,True
Bs,0,Poly_037,0.00111,0.00114,370,380,2,bs_2,bs_2,302.13121342950717,True
Bs,0,Poly_037,0.00111,0.00114,370,380,3,bs_3,bs_3,-178689.79442655502,True
Bs,0,Poly_037,0.00111,0.00114,370,380,4,bs_4,bs_4,39722620.92943336,True
Bs,0,Poly_038,0.00114,0.00117,380,390,0,bs_0,bs_0,0.00010560132619566036,True
Bs,0,Poly_038,0.00114,0.00117,380,390,1,bs_1,bs_1,-0.24131099417588048,True
Bs,0,Poly_038,0.00114,0.00117,380,390,2,bs_2,bs_2,320.7501117943653,True
Bs,0,Poly_038,0.00114,0.00117,380,390,3,bs_3,bs_3,-184794.22877139237,True
Bs,0,Poly_038,0.00114,0.00117,380,390,4,bs_4,bs_4,40012293.514904805,True
Bs,0,Poly_039,0.00117,0.0012,390,400,0,bs_0,bs_0,0.00011397561660220333,True
Bs,0,Poly_039,0.00117,0.0012,390,400,1,bs_1,bs_1,-0.26333907729899725,True
Bs,0,Poly_039,0.00117,0.0012,390,400,2,bs_2,bs_2,340.5277376474781,True
Bs,0,Poly_039,0.00117,0.0012,390,400,3,bs_3,bs_3,-191241.33798234668,True
Bs,0,Poly_039,0.00117,0.0012,390,400,4,bs_4,bs_4,40359565.612387,True
Bs,0,Poly_040,0.0012,0.00123,400,410,0,bs_0,bs_0,0.00012304712463376163,True
Bs,0,Poly_040,0.0012,0.00123,400,410,1,bs_1,bs_1,-0.2865749506412963,True
Bs,0,Poly_040,0.0012,0.00123,400,410,2,bs_2,bs_2,360.82001302148774,True
Bs,0,Poly_040,0.0012,0.00123,400,410,3,bs_3,bs_3,-197652.5886600691,True
Bs,0,Poly_040,0.0012,0.00123,400,410,4,bs_4,bs_4,40682339.82714924,True
Bs,0,Poly_041,0.00123,0.00126,410,420,0,bs_0,bs_0,0.0001329591423703004,True
Bs,0,Poly_041,0.00123,0.00126,410,420,1,bs_1,bs_1,-0.3113914970195251,True
Bs,0,Poly_041,0.00123,0.00126,410,420,2,bs_2,bs_2,382.03874270229664,True
Bs,0,Poly_041,0.00123,0.00126,410,420,3,bs_3,bs_3,-204250.93613932596,True
Bs,0,Poly_041,0.00123,0.00126,410,420,4,bs_4,bs_4,41027124.14912684,True
Bs,0,Poly_042,0.00126,0.0012900000000000001,420,430,0,bs_0,bs_0,0.00014373376809998872,True
Bs,0,Poly_042,0.00126,0.0012900000000000001,420,430,1,bs_1,bs_1,-0.33774695575750874,True
Bs,0,Poly_042,0.00126,0.0012900000000000001,420,430,2,bs_2,bs_2,404.0699807678494,True
Bs,0,Poly_042,0.00126,0.0012900000000000001,420,430,3,bs_3,bs_3,-210963.9020991846,True
Bs,0,Poly_042,0.00126,0.0012900000000000001,420,430,4,bs_4,bs_4,41378214.779888935,True
Bs,0,Poly_043,0.0012900000000000001,0.00132,430,440,0,bs_0,bs_0,0.000155288952191914,True
Bs,0,Poly_043,0.0012900000000000001,0.00132,430,440,1,bs_1,bs_1,-0.3652830544642208,True
Bs,0,Poly_043,0.0012900000000000001,0.00132,430,440,2,bs_2,bs_2,426.4451155471821,True
Bs,0,Poly_043,0.0012900000000000001,0.00132,430,440,3,bs_3,bs_3,-217543.7829973028,True
Bs,0,Poly_043,0.0012900000000000001,0.00132,430,440,4,bs_4,bs_4,41687643.67057933,True
Bs,0,Poly_044,0.00132,0.00135,440,450,0,bs_0,bs_0,0.00016799456269266983,True
Bs,0,Poly_044,0.00132,0.00135,440,450,1,bs_1,bs_1,-0.3950287385361665,True
Bs,0,Poly_044,0.00132,0.00135,440,450,2,bs_2,bs_2,450.2974276457571,True
Bs,0,Poly_044,0.00132,0.00135,440,450,3,bs_3,bs_3,-224565.6503794719,True
Bs,0,Poly_044,0.00132,0.00135,440,450,4,bs_4,bs_4,42065940.815559365,True
Bs,0,Poly_045,0.00135,0.00138,450,460,0,bs_0,bs_0,0.00018151227752946647,True
Bs,0,Poly_045,0.00135,0.00138,450,460,1,bs_1,bs_1,-0.4258469138180824,True
Bs,0,Poly_045,0.00135,0.00138,450,460,2,bs_2,bs_2,474.28000648263014,True
Bs,0,Poly_045,0.00135,0.00138,450,460,3,bs_3,bs_3,-231342.56418969578,True
Bs,0,Poly_045,0.00135,0.00138,450,460,4,bs_4,bs_4,42382761.28802374,True
Bs,0,Poly_046,0.00138,0.00141,460,470,0,bs_0,bs_0,0.00019620302244835713,True
Bs,0,Poly_046,0.00138,0.00141,460,470,1,bs_1,bs_1,-0.4587023662669193,True
Bs,0,Poly_046,0.00138,0.00141,460,470,2,bs_2,bs_2,499.42081375716185,True
Bs,0,Poly_046,0.00138,0.00141,460,470,3,bs_3,bs_3,-238381.07503894737,True
Bs,0,Poly_046,0.00138,0.00141,460,470,4,bs_4,bs_4,42732755.93762556,True
Bs,0,Poly_047,0.00141,0.001443,470,481,0,bs_0,bs_0,0.0001563633930022379,True
Bs,0,Poly_047,0.00141,0.001443,470,481,1,bs_1,bs_1,-0.3367387846528696,True
Bs,0,Poly_047,0.00141,0.001443,470,481,2,bs_2,bs_2,360.15198182356613,True
Bs,0,Poly_047,0.00141,0.001443,470,481,3,bs_3,bs_3,-168028.68502352937,True
Bs,0,Poly_047,0.00141,0.001443,470,481,4,bs_4,bs_4,29459789.292267654,True
Bs,0,Poly_048,0.001443,0.0014730000000000001,481,491,0,bs_0,bs_0,0.00023091521931748656,True
Bs,0,Poly_048,0.001443,0.0014730000000000001,481,491,1,bs_1,bs_1,-0.5338940057657054,True
Bs,0,Poly_048,0.001443,0.0014730000000000001,481,491,2,bs_2,bs_2,555.2243236746281,True
